vendorid,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,ratecodeid,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,payment_type,trip_type
2,2015-02-07T13:27:49.000,2015-02-07T13:32:00.000,N,1,-73.952987670898437,40.807445526123047,-73.944038391113281,40.815486907958984,1,0.85,5,0,0.5,0,0,0.3,5.8,1,1
2,2015-02-13T21:12:44.000,2015-02-13T21:15:55.000,N,1,-73.856575012207031,40.857612609863281,-73.867835998535156,40.852592468261719,5,0.9,5,0.5,0.5,0,0,0.3,6.3,1,1
2,2015-01-06T11:25:06.000,2015-01-06T11:28:01.000,N,1,-73.905731201171875,40.879440307617188,-73.907012939453125,40.886905670166016,1,0.63,4.5,0,0.5,0,0,0.3,5.3,2,1
2,2015-02-23T10:40:37.000,2015-02-23T10:44:38.000,N,1,-73.954216003417969,40.789951324462891,-73.954971313476562,40.780956268310547,1,0.81,5,0,0.5,0,0,0.3,5.8,2,1
1,2015-02-15T20:37:42.000,2015-02-15T20:46:08.000,N,1,-73.956840515136719,40.802402496337891,-73.942054748535156,40.822658538818359,1,1.6,8,0.5,0.5,1.85,0,0.3,11.15,1,1
1,2015-02-28T08:45:38.000,2015-02-28T08:48:25.000,N,1,-73.874076843261719,40.750419616699219,-73.87066650390625,40.749496459960938,1,0.3,4,0,0.5,0,0,0.3,4.8,2,1
2,2015-01-05T20:41:33.000,2015-01-05T21:06:58.000,N,1,-73.918258666992187,40.681781768798828,-73.986854553222656,40.701137542724609,1,5.71,21.5,0.5,0.5,4.4,0,0.3,27.2,1,1
2,2015-02-25T16:37:56.000,2015-02-25T16:57:56.000,N,1,-73.9892578125,40.688533782958984,-73.964668273925781,40.715766906738281,1,3.43,15,1,0.5,0,0,0.3,16.8,2,1
2,2015-02-16T01:54:21.000,2015-02-16T02:03:26.000,N,1,-73.955780029296875,40.719825744628906,-73.931739807128906,40.705703735351563,1,2.01,9,0.5,0.5,2.06,0,0.3,12.36,1,1
2,2015-02-28T14:46:11.000,2015-02-28T15:02:09.000,N,1,-73.936470031738281,40.820346832275391,-73.94140625,40.799106597900391,1,1.85,11.5,0,0.5,0,0,0.3,12.3,1,1
2,2015-02-23T14:26:27.000,2015-02-23T14:39:02.000,N,1,-73.991493225097656,40.689449310302734,-73.963996887207031,40.686763763427734,1,1.68,9.5,0,0.5,2.06,0,0.3,12.36,1,1
1,2015-01-01T05:42:51.000,2015-01-01T05:49:43.000,N,1,-73.957374572753906,40.677127838134766,-73.931022644042969,40.677436828613281,3,1.7,7.5,0.5,0.5,1.2,0,0.3,10,1,1
2,2015-01-13T11:39:19.000,2015-01-13T12:02:27.000,N,1,-73.992530822753906,40.694038391113281,-73.960098266601563,40.763786315917969,1,7.59,25.5,0,0.5,0,0,0.3,26.3,2,1
1,2015-02-28T22:10:46.000,2015-02-28T22:17:27.000,N,5,-73.832443237304688,40.806339263916016,-73.81976318359375,40.818035125732422,1,2.5,20,0,0,0,5.33,0.3,25.63,2,1
2,2015-02-22T18:05:02.000,2015-02-22T18:13:17.000,N,1,-73.9498291015625,40.801765441894531,-73.967933654785156,40.799751281738281,2,1.47,7.5,0,0.5,1,0,0.3,9.3,1,1
2,2015-01-24T18:19:42.000,2015-01-24T18:31:43.000,N,1,-73.962196350097656,40.709884643554687,-73.928047180175781,40.70489501953125,1,2.05,10,0,0.5,0,0,0.3,10.8,1,1
2,2015-01-05T19:29:09.000,2015-01-05T19:36:10.000,N,1,-73.942550659179688,40.725208282470703,-73.947273254394531,40.711460113525391,1,1.27,6.5,1,0.5,1.5,0,0.3,9.8,1,1
2,2015-02-22T16:16:45.000,2015-02-22T16:32:53.000,N,1,-73.993003845214844,40.688575744628906,-73.948417663574219,40.718467712402344,1,4.06,16,0,0.5,0,0,0.3,16.8,2,1
2,2015-02-05T07:32:35.000,2015-02-05T07:44:57.000,N,5,-73.87237548828125,40.8291015625,-73.883209228515625,40.840621948242188,3,1.36,7,0,0,0,0,0,7,2,2
2,2015-01-15T22:56:40.000,2015-01-15T23:09:36.000,N,1,-73.990402221679688,40.693435668945313,-74.030364990234375,40.618160247802734,2,6.95,21,0.5,0.5,5.38,0,0.3,27.68,1,1
2,2015-02-04T20:54:17.000,2015-02-04T20:57:42.000,N,1,-73.986076354980469,40.669395446777344,-73.988090515136719,40.674961090087891,1,0.54,4.5,0.5,0.5,1,0,0.3,6.8,1,1
2,2015-02-14T19:09:46.000,2015-02-14T19:21:37.000,N,1,-73.869056701660156,40.748466491699219,-73.885162353515625,40.738628387451172,1,2,10,0,0.5,0,0,0.3,10.8,2,1
2,2015-02-05T21:31:47.000,2015-02-05T22:02:23.000,N,1,-73.99517822265625,40.690479278564453,-73.910835266113281,40.65289306640625,1,6.47,24.5,0.5,0.5,0,0,0.3,25.8,1,1
1,2015-02-13T23:16:20.000,2015-02-13T23:20:36.000,N,1,-73.953643798828125,40.710659027099609,-73.952194213867188,40.717567443847656,2,0.5,5,0.5,0.5,0,0,0.3,6.3,2,1
2,2015-02-03T16:27:11.000,2015-02-03T16:45:17.000,N,1,-73.96240234375,40.805095672607422,-73.997932434082031,40.754032135009766,1,5.16,18.5,1,0.5,4.06,0,0.3,24.36,1,1
2,2015-02-10T18:54:39.000,2015-02-10T19:01:53.000,N,1,-73.936775207519531,40.849105834960938,-73.944404602050781,40.834880828857422,1,1.01,7,1,0.5,0,0,0.3,8.8,2,1
1,2015-01-12T14:02:34.000,2015-01-12T14:47:28.000,N,1,-73.9171142578125,40.815971374511719,-73.915817260742188,40.815223693847656,1,5.5,30,0,0.5,0,0,0.3,30.8,2,1
2,2015-02-17T09:27:57.000,2015-02-17T09:43:59.000,N,1,-73.960891723632812,40.806968688964844,-73.942710876464844,40.841171264648438,1,2.97,13.5,0,0.5,3.58,0,0.3,17.88,1,1
1,2015-02-21T20:39:17.000,2015-02-21T20:49:53.000,N,1,-73.923233032226562,40.678970336914063,-73.938156127929688,40.682403564453125,1,1.1,7.5,0.5,0.5,0.5,0,0.3,9.3,1,1
2,2015-02-26T10:25:24.000,2015-02-26T10:40:16.000,N,1,-73.991119384765625,40.692386627197266,-73.983283996582031,40.666904449462891,1,2.49,11.5,0,0.5,0,0,0.3,12.3,1,1
2,2015-02-27T18:12:52.000,2015-02-27T18:56:03.000,N,1,-73.862884521484375,40.865615844726562,-73.922561645507812,40.820560455322266,1,6.6,30,1,0.5,0,0,0.3,31.8,2,1
2,2015-02-08T19:32:26.000,2015-02-08T19:41:57.000,N,1,-73.940505981445313,40.793277740478516,-73.923332214355469,40.794017791748047,1,1.66,8,0,0.5,0,0,0.3,8.8,2,1
1,2015-01-07T11:23:48.000,2015-01-07T11:45:44.000,N,1,-73.939254760742187,40.679885864257812,-73.96661376953125,40.637893676757813,1,4.3,18,0,0.5,0,0,0.3,18.8,1,1
2,2015-02-06T19:40:05.000,2015-02-06T19:46:40.000,N,1,-73.942413330078125,40.828426361083984,-73.943717956542969,40.838340759277344,1,1.18,6.5,1,0.5,0,0,0.3,8.3,2,1
1,2015-02-28T12:04:58.000,2015-02-28T12:09:19.000,N,1,-73.952835083007813,40.810810089111328,-73.952484130859375,40.803459167480469,1,0.6,5,0,0.5,0,0,0.3,5.8,2,1
1,2015-02-01T06:05:12.000,2015-02-01T06:23:15.000,N,1,-73.902633666992188,40.741550445556641,-73.952491760253906,40.772319793701172,1,4.9,18.5,0.5,0.5,0,0,0.3,19.8,2,1
1,2015-02-05T10:55:55.000,2015-02-05T11:20:55.000,Y,1,-73.956344604492188,40.747673034667969,-73.980018615722656,40.755638122558594,1,3.2,17,0,0.5,4.6,5.33,0.3,27.73,1,1
1,2015-02-25T00:02:28.000,2015-02-25T00:24:25.000,N,1,-73.858711242675781,40.692485809326172,-73.921188354492188,40.756240844726563,1,7.4,23.5,0.5,0.5,0,0,0.3,24.8,2,1
2,2015-02-01T01:10:03.000,2015-02-01T01:14:07.000,N,1,-73.956764221191406,40.67413330078125,-73.947158813476562,40.675411224365234,3,0.91,5,0.5,0.5,0,0,0.3,6.3,2,1
2,2015-02-14T17:17:18.000,2015-02-14T17:52:46.000,N,1,-73.917884826660156,40.742340087890625,-73.898880004882813,40.746479034423828,1,2.12,20.5,0,0.5,0,0,0.3,21.3,1,1
1,2015-01-29T02:14:37.000,2015-01-29T02:36:33.000,N,1,-73.986442565917969,40.692493438720703,-73.987907409667969,40.770038604736328,2,6.1,21,0.5,0.5,6.65,0,0.3,28.95,1,1
2,2015-01-31T17:08:15.000,2015-01-31T17:12:48.000,N,1,-73.953887939453125,40.787181854248047,-73.946685791015625,40.78228759765625,1,0.61,5,0,0.5,1.45,0,0.3,7.25,1,1
2,2015-02-21T00:09:11.000,2015-02-21T00:26:06.000,N,1,-73.959205627441406,40.7164306640625,-73.902626037597656,40.704307556152344,1,3.62,14.5,0.5,0.5,0.01,0,0.3,15.81,1,1
2,2015-01-06T21:20:32.000,2015-01-06T21:26:07.000,N,1,-73.922149658203125,40.755233764648437,-73.918701171875,40.743503570556641,1,1.09,6,0.5,0.5,0,0,0.3,7.3,2,1
2,2015-02-04T11:44:03.000,2015-02-04T11:54:38.000,N,1,-73.888595581054687,40.826335906982422,-73.867210388183594,40.837303161621094,1,1.72,9,0,0.5,0,0,0.3,9.8,2,1
2,2015-02-03T10:54:09.000,2015-02-03T11:00:19.000,N,1,-73.91900634765625,40.838386535644531,-73.912513732910156,40.842479705810547,1,0.66,5.5,0,0.5,0,0,0.3,6.3,2,1
2,2015-02-07T20:18:26.000,2015-02-07T20:25:01.000,N,1,-73.915077209472656,40.752063751220703,-73.910934448242188,40.745719909667969,1,1.01,6,0.5,0.5,2,0,0.3,9.3,1,1
2,2015-01-03T17:36:39.000,2015-01-03T17:40:05.000,N,1,-73.957588195800781,40.729690551757813,-73.95648193359375,40.720806121826172,2,0.73,4.5,0,0.5,1,0,0.3,6.3,1,1
2,2015-02-22T04:25:33.000,2015-02-22T04:35:18.000,N,1,-73.882766723632813,40.747848510742187,-73.867095947265625,40.736118316650391,1,1.62,8.5,0.5,0.5,0,0,0.3,9.8,2,1
1,2015-02-25T22:11:17.000,2015-02-25T22:21:39.000,N,1,-73.882308959960937,40.747943878173828,-73.872749328613281,40.727241516113281,1,1.9,9.5,0.5,0.5,0,0,0.3,10.8,2,1
2,2015-02-19T20:00:05.000,2015-02-19T20:22:41.000,N,1,-73.888595581054687,40.743442535400391,-73.82818603515625,40.755294799804688,1,4.08,17,1,0.5,3.76,0,0.3,22.56,1,1
2,2015-02-22T13:29:58.000,2015-02-22T13:37:47.000,N,1,-73.952377319335938,40.792636871337891,-73.981208801269531,40.781513214111328,1,2.34,9,0,0.5,0,0,0.3,9.8,2,1
2,2015-02-23T03:03:34.000,2015-02-23T03:18:16.000,N,1,-73.960113525390625,40.718391418457031,-73.983711242675781,40.722991943359375,1,3.71,14,0.5,0.5,3.06,0,0.3,18.36,1,1
2,2015-02-28T17:56:50.000,2015-02-28T18:11:49.000,N,1,-73.969337463378906,40.686290740966797,-74.003639221191406,40.722122192382813,1,3.55,14,0,0.5,2.96,0,0.3,17.76,1,1
1,2015-01-02T20:28:12.000,2015-01-02T20:32:38.000,Y,1,-73.944847106933594,40.80853271484375,-73.93505859375,40.816032409667969,1,0.9,5.5,0.5,0.5,1,0,0.3,7.8,1,1
2,2015-02-08T10:13:35.000,2015-02-08T10:37:29.000,N,5,-73.898605346679687,40.830280303955078,-73.966079711914063,40.795661926269531,1,9,20,0,0,0,0,0,20,2,2
2,2015-02-03T14:14:43.000,2015-02-03T14:25:41.000,N,1,-73.952354431152344,40.810703277587891,-73.94854736328125,40.825630187988281,1,1.28,8,0,0.5,0,0,0.3,8.8,2,1
1,2015-02-02T11:54:42.000,2015-02-02T12:24:31.000,N,1,-74.008132934570313,40.673198699951172,-73.9134521484375,40.643791198730469,1,6.1,23,0,0.5,0,0,0.3,23.8,2,1
2,2015-02-02T06:31:23.000,2015-02-02T06:49:20.000,N,1,-73.895614624023438,40.728660583496094,-73.928703308105469,40.743927001953125,1,3.01,13.5,0,0.5,4.29,0,0.3,18.59,1,1
2,2015-01-30T09:43:46.000,2015-01-30T10:12:59.000,N,1,-73.984642028808594,40.695964813232422,-73.91717529296875,40.69085693359375,1,4.19,20.5,0,0.5,0,0,0.3,21.3,2,1
2,2015-02-28T01:55:08.000,2015-02-28T02:12:31.000,N,1,-73.980171203613281,40.681877136230469,-73.990715026855469,40.730476379394531,1,3.97,16,0.5,0.5,3.46,0,0.3,20.76,1,1
2,2015-02-13T23:58:07.000,2015-02-14T00:12:17.000,N,1,-73.945137023925781,40.715126037597656,-73.971405029296875,40.673587799072266,5,3.8,13.5,0.5,0.5,2.96,0,0.3,17.76,1,1
2,2015-02-13T23:49:56.000,2015-02-14T00:04:16.000,N,1,-73.910476684570313,40.776363372802734,-73.923095703125,40.753990173339844,1,1.93,11,0.5,0.5,2.46,0,0.3,14.76,1,1
2,2015-02-23T18:52:14.000,2015-02-23T19:37:15.000,N,1,-73.882553100585938,40.747875213623047,-73.991661071777344,40.738468170166016,6,9.53,35.5,1,0.5,0,0,0.3,37.3,2,1
1,2015-02-25T07:56:57.000,2015-02-25T08:08:50.000,N,1,-73.879905700683594,40.756221771240234,-73.906875610351563,40.753402709960938,1,1.4,9.5,0,0.5,2.05,0,0.3,12.35,1,1
2,2015-02-14T17:54:26.000,2015-02-14T18:00:50.000,N,1,-73.867942810058594,40.850120544433594,-73.865188598632813,40.832290649414063,1,1.23,7,0,0.5,0,0,0.3,7.8,2,1
2,2015-02-08T14:01:47.000,2015-02-08T14:06:04.000,N,1,-73.950599670410156,40.810932159423828,-73.957420349121094,40.811023712158203,1,0.47,4.5,0,0.5,0,0,0.3,5.3,2,1
2,2015-02-14T10:59:04.000,2015-02-14T11:13:02.000,N,1,-73.938766479492187,40.804985046386719,-73.975532531738281,40.792282104492187,5,2.95,12.5,0,0.5,2.66,0,0.3,15.96,1,1
1,2015-01-09T04:43:08.000,2015-01-09T04:44:28.000,N,1,-73.941619873046875,40.840850830078125,-73.944915771484375,40.835987091064453,3,0.4,3.5,0.5,0.5,0,0,0.3,4.8,2,1
2,2015-02-09T19:23:19.000,2015-02-09T19:36:31.000,N,1,-73.982810974121094,40.659610748291016,-73.984939575195313,40.679042816162109,1,2.22,10.5,1,0.5,0,0,0.3,12.3,2,1
2,2015-02-17T15:13:52.000,2015-02-17T15:15:20.000,N,5,-73.902755737304688,40.850208282470703,-73.903289794921875,40.852275848388672,1,0.16,9,0,0,0,0,0,9,1,2
2,2015-01-14T16:32:46.000,2015-01-14T16:43:03.000,N,1,-73.918411254882813,40.758773803710937,-73.916610717773438,40.770240783691406,1,1.04,8,1,0.5,0,0,0.3,9.8,2,1
2,2015-02-02T09:28:48.000,2015-02-02T09:39:27.000,N,1,-73.9388427734375,40.805030822753906,-73.951133728027344,40.820415496826172,1,1.63,8,0,0.5,0,0,0.3,8.8,2,1
2,2015-02-26T17:50:09.000,2015-02-26T17:56:19.000,N,1,-73.992439270019531,40.689720153808594,-73.999305725097656,40.679935455322266,1,1.05,6,1,0.5,0,0,0.3,7.8,2,1
1,2015-02-27T15:00:03.000,2015-02-27T15:05:25.000,Y,1,-73.948448181152344,40.786491394042969,-73.936294555664062,40.803146362304688,1,1.3,6,0,0.5,0,0,0.3,6.8,2,1
2,2015-02-19T08:18:39.000,2015-02-19T08:40:18.000,N,1,-73.953804016113281,40.804664611816406,-73.984962463378906,40.755401611328125,1,4.62,17.5,0,0.5,2,0,0.3,20.3,1,1
2,2015-01-19T17:50:04.000,2015-01-19T18:20:45.000,N,1,-73.869132995605469,40.733913421630859,-73.86474609375,40.751827239990234,1,3.13,19.5,0,0.5,0,0,0,20,2,1
2,2015-02-23T08:57:39.000,2015-02-23T09:03:26.000,N,1,-73.987579345703125,40.702354431152344,-73.996665954589844,40.693599700927734,1,1.2,6,0,0.5,1.36,0,0.3,8.16,1,1
1,2015-02-01T21:56:55.000,2015-02-01T22:05:45.000,N,1,-73.942794799804687,40.840793609619141,-73.906349182128906,40.901260375976563,1,5.3,16,0.5,0.5,3.9,2.44,0.3,23.64,1,1
2,2015-01-29T19:32:26.000,2015-01-29T19:39:48.000,N,1,-73.961151123046875,40.806774139404297,-73.945686340332031,40.807945251464844,1,1.2,7,1,0.5,1.6,0,0.3,10.4,1,1
2,2015-02-14T15:41:21.000,2015-02-14T16:17:39.000,N,1,-73.854217529296875,40.727081298828125,-73.988655090332031,40.722404479980469,1,9.09,32,0,0.5,9.84,0,0.3,42.64,1,1
2,2015-02-08T14:46:47.000,2015-02-08T14:56:21.000,N,1,-73.992950439453125,40.682929992675781,-73.977653503417969,40.684432983398437,3,1.31,8,0,0.5,2.2,0,0.3,11,1,1
2,2015-02-15T00:51:41.000,2015-02-15T01:00:06.000,N,1,-73.890518188476562,40.746753692626953,-73.888908386230469,40.764892578125,2,1.46,7.5,0.5,0.5,4.2,0,0.3,13,1,1
2,2015-02-21T15:58:51.000,2015-02-21T15:59:44.000,N,1,-73.937828063964844,40.848255157470703,-73.935203552246094,40.845645904541016,1,0.16,3,0,0.5,0,0,0.3,3.8,2,1
1,2015-02-12T01:40:19.000,2015-02-12T01:45:18.000,N,1,-73.917884826660156,40.770099639892578,-73.906929016113281,40.762992858886719,1,1.1,6,0.5,0.5,0,0,0.3,7.3,2,1
1,2015-01-01T14:35:27.000,2015-01-01T14:43:34.000,N,1,-73.938751220703125,40.808437347412109,-73.948310852050781,40.829082489013672,1,2,9,0,0.5,0,0,0.3,9.8,2,1
1,2015-02-04T11:32:51.000,2015-02-04T11:39:30.000,N,1,-73.866233825683594,40.737415313720703,-73.8690185546875,40.748493194580078,2,0.8,6,0,0.5,0,0,0.3,6.8,2,1
2,2015-02-05T08:49:51.000,2015-02-05T09:05:57.000,N,1,-73.882003784179688,40.756023406982422,-73.932083129882812,40.755062103271484,1,2.77,12.5,0,0.5,2.66,0,0.3,15.96,1,1
1,2015-02-26T22:37:47.000,2015-02-26T22:50:56.000,N,1,-73.974044799804687,40.686138153076172,-73.941810607910156,40.721420288085937,1,4.3,15,0.5,0.5,3.25,0,0.3,19.55,1,1
2,2015-02-25T15:01:23.000,2015-02-25T15:27:48.000,N,1,-73.925605773925781,40.762096405029297,-73.9879150390625,40.777584075927734,5,5.48,22.5,0,0.5,0,0,0.3,23.3,2,1
2,2015-02-03T23:11:19.000,2015-02-03T23:35:41.000,N,1,-73.933830261230469,40.802803039550781,-73.949897766113281,40.760932922363281,1,7.46,25,0.5,0.5,6.58,0,0.3,32.88,1,1
2,2015-02-19T21:02:46.000,2015-02-19T21:09:00.000,N,1,-73.936531066894531,40.811305999755859,-73.91802978515625,40.826347351074219,1,1.67,7.5,0.5,0.5,0,0,0.3,8.8,2,1
2,2015-02-19T19:22:50.000,2015-02-19T19:37:39.000,N,1,-73.939384460449219,40.798576354980469,-73.913192749023438,40.829551696777344,1,3.45,13.5,1,0.5,0,0,0.3,15.3,2,1
1,2015-02-25T09:51:24.000,2015-02-25T10:06:03.000,N,1,-73.949302673339844,40.788272857666016,-73.977363586425781,40.782718658447266,1,2.4,11.5,0,0.5,2,0,0.3,14.3,1,1
2,2015-02-02T09:37:46.000,2015-02-02T09:46:46.000,N,1,-73.921287536621094,40.743671417236328,-73.907951354980469,40.756488800048828,1,1.53,7.5,0,0.5,1.5,0,0.3,9.8,1,1
2,2015-02-18T10:10:58.000,2015-02-18T10:19:08.000,N,1,-73.956024169921875,40.714138031005859,-73.950492858886719,40.734165191650391,1,1.84,8,0,0.5,1.76,0,0.3,10.56,1,1
1,2015-02-15T10:47:15.000,2015-02-15T11:05:22.000,N,1,-73.92559814453125,40.761859893798828,-73.986000061035156,40.767459869384766,1,4,16,0,0.5,4.2,0,0.3,21,1,1
2,2015-02-07T03:54:08.000,2015-02-07T04:03:17.000,N,1,-73.987403869628906,40.691974639892578,-73.979179382324219,40.661903381347656,2,2.66,10,0.5,0.5,0,0,0.3,11.3,1,1
2,2015-02-20T06:32:37.000,2015-02-20T06:41:55.000,N,1,-73.901214599609375,40.838176727294922,-73.926994323730469,40.818435668945313,1,2.33,9.5,0,0.5,0,0,0.3,10.3,2,1
2,2015-02-01T16:02:47.000,2015-02-01T16:32:55.000,N,1,-74.010147094726563,40.671943664550781,-73.943321228027344,40.768974304199219,1,10.6,32,0,0.5,0,0,0.3,32.8,2,1
2,2015-02-16T15:19:35.000,2015-02-16T15:38:24.000,N,1,-73.825065612792969,40.712013244628906,-73.885780334472656,40.773906707763672,1,8.36,25.5,0,0.5,0,0,0.3,26.3,2,1
2,2015-02-27T02:09:09.000,2015-02-27T02:19:24.000,N,1,-73.807151794433594,40.699176788330078,-73.7611083984375,40.674732208251953,1,5.57,17.5,0.5,0.5,0,0,0.3,18.8,2,1
2,2015-02-14T11:35:17.000,2015-02-14T11:54:58.000,N,1,-73.930122375488281,40.756153106689453,-73.818801879882813,40.717247009277344,6,8.95,28,0,0.5,0,0,0.3,28.8,1,1
2,2015-02-27T19:24:41.000,2015-02-27T19:53:01.000,N,1,-73.958724975585937,40.714851379394531,-73.920730590820312,40.707061767578125,2,4.63,19.5,1,0.5,0,0,0.3,21.3,1,1
2,2015-02-15T01:00:38.000,2015-02-15T01:02:58.000,N,1,-73.910781860351563,40.7762451171875,-73.915061950683594,40.781105041503906,1,0.55,4,0.5,0.5,1.32,0,0.3,6.62,1,1
2,2015-01-04T02:27:51.000,2015-01-04T02:32:31.000,N,1,-73.925262451171875,40.755355834960938,-73.924858093261719,40.744033813476562,1,1.02,5.5,0.5,0.5,0,0,0.3,6.8,2,1
2,2015-02-19T20:59:50.000,2015-02-19T21:04:04.000,N,1,-73.977859497070312,40.684829711914063,-73.967536926269531,40.6865234375,1,0.81,5,0.5,0.5,0,0,0.3,6.3,2,1
1,2015-02-16T00:25:11.000,2015-02-16T00:37:57.000,N,1,-73.919563293457031,40.816703796386719,-73.956886291503906,40.812507629394531,1,2.6,11,0.5,0.5,0,0,0.3,12.3,2,1
1,2015-02-11T00:54:19.000,2015-02-11T00:55:05.000,N,1,-73.9578857421875,40.722095489501953,-73.957870483398438,40.722091674804687,1,3.9,2.5,0.5,0.5,0,0,0.3,3.8,2,1
2,2015-02-06T23:29:14.000,2015-02-07T00:20:19.000,N,1,-73.830284118652344,40.759738922119141,-74.027175903320312,40.632846832275391,1,25.9,71.5,0.5,0.5,10,0,0.3,82.8,1,1
2,2015-02-10T16:33:38.000,2015-02-10T16:57:26.000,N,1,-73.977752685546875,40.671535491943359,-73.997825622558594,40.687267303466797,6,2.81,16.5,1,0.5,0,0,0.3,18.3,2,1
2,2015-02-23T08:53:00.000,2015-02-23T09:04:09.000,N,1,-73.938301086425781,40.817806243896484,-73.957443237304688,40.815303802490234,1,1.55,9,0,0.5,1.96,0,0.3,11.76,1,1
2,2015-01-14T17:35:37.000,2015-01-14T17:41:26.000,N,1,-73.961906433105469,40.810329437255859,-73.952789306640625,40.810863494873047,1,0.73,5.5,1,0.5,0,0,0.3,7.3,1,1
2,2015-02-21T10:16:23.000,2015-02-21T10:23:11.000,N,1,-73.953804016113281,40.806491851806641,-73.939018249511719,40.804939270019531,1,1.02,6.5,0,0.5,0,0,0.3,7.3,2,1
2,2015-02-11T18:02:03.000,2015-02-11T18:12:10.000,N,1,-73.888473510742188,40.747226715087891,-73.875465393066406,40.758552551269531,2,1.41,8,1,0.5,0,0,0.3,9.8,2,1
2,2015-02-22T12:46:30.000,2015-02-22T13:07:54.000,N,1,-73.951126098632813,40.723831176757813,-73.985061645507813,40.746654510498047,1,3.86,17,0,0.5,0,0,0.3,17.8,2,1
2,2015-02-10T10:59:45.000,2015-02-10T10:59:48.000,N,5,-73.912399291992188,40.699283599853516,-73.912269592285156,40.699375152587891,2,0,12,0,0,3,0,0,15,1,2
2,2015-02-25T19:04:55.000,2015-02-25T19:12:32.000,N,1,-73.976020812988281,40.684013366699219,-73.950027465820312,40.676021575927734,2,1.62,8,1,0.5,2.45,0,0.3,12.25,1,1
1,2015-02-09T10:12:17.000,2015-02-09T10:33:44.000,N,1,-73.965675354003906,40.6741943359375,-73.887924194335937,40.677963256835938,1,4.9,18.5,0,0.5,0,0,0.3,19.3,2,1
1,2015-02-12T10:18:48.000,2015-02-12T10:26:19.000,N,1,-73.949028015136719,40.8232421875,-73.958419799804687,40.810478210449219,1,1.2,7.5,0,0.5,1.65,0,0.3,9.95,1,1
2,2015-01-04T11:38:09.000,2015-01-04T11:43:12.000,N,1,-73.949256896972656,40.812881469726562,-73.953498840332031,40.822078704833984,1,1.11,6,0,0.5,0,0,0.3,6.8,1,1
1,2015-02-10T09:12:49.000,2015-02-10T09:23:36.000,N,1,-73.938789367675781,40.805072784423828,-73.951011657714844,40.818290710449219,1,1.4,8.5,0,0.5,0,0,0.3,9.3,2,1
2,2015-02-22T19:20:56.000,2015-02-22T19:26:14.000,N,1,-73.953697204589844,40.790916442871094,-73.938079833984375,40.797107696533203,1,1.56,6.5,0,0.5,0,0,0.3,7.3,2,1
2,2015-02-21T14:28:23.000,2015-02-21T14:45:23.000,N,1,-73.938575744628906,40.679828643798828,-73.882881164550781,40.684295654296875,1,3.55,14.5,0,0.5,0,0,0.3,15.3,2,1
2,2015-02-16T21:19:02.000,2015-02-16T21:22:45.000,N,1,-73.957832336425781,40.671092987060547,-73.952056884765625,40.665496826171875,1,0.74,4.5,0.5,0.5,0,0,0.3,5.8,1,1
2,2015-02-08T04:09:55.000,2015-02-08T04:15:55.000,N,1,-73.951736450195312,40.811847686767578,-73.975341796875,40.78955078125,1,2.27,8.5,0.5,0.5,0,0,0.3,9.8,2,1
2,2015-02-17T11:36:12.000,2015-02-17T11:43:47.000,N,5,-73.947166442871094,40.810173034667969,-73.961769104003906,40.805259704589844,1,1.22,8,0,0,0,0,0,8,2,2
2,2015-02-04T16:35:03.000,2015-02-04T16:47:35.000,N,1,-73.918670654296875,40.833549499511719,-73.897735595703125,40.863597869873047,1,2.89,11.5,1,0.5,0,0,0.3,13.3,2,1
1,2015-02-22T19:23:01.000,2015-02-22T19:31:24.000,N,1,-73.949172973632812,40.78515625,-73.961845397949219,40.799701690673828,2,1.6,8,0,0.5,1,0,0.3,9.8,1,1
2,2015-02-21T21:06:51.000,2015-02-21T21:26:01.000,N,1,-73.994529724121094,40.690288543701172,-73.963058471679688,40.711860656738281,1,4.36,17,0.5,0.5,3.66,0,0.3,21.96,1,1
2,2015-01-31T20:21:22.000,2015-01-31T20:36:41.000,N,1,-73.961151123046875,40.806766510009766,-73.946815490722656,40.777576446533203,1,3.02,13,0.5,0.5,1,0,0.3,15.3,1,1
2,2015-01-13T12:20:41.000,2015-01-13T12:30:22.000,N,1,-73.943916320800781,40.687816619873047,-73.949203491210938,40.713523864746094,1,1.97,9,0,0.5,2.25,0,0.3,12.05,1,1
1,2015-01-01T16:44:57.000,2015-01-01T16:50:48.000,N,1,-73.988311767578125,40.670112609863281,-73.993858337402344,40.681686401367188,3,1.1,6,0,0.5,0,0,0.3,6.8,2,1
1,2015-02-13T16:09:52.000,2015-02-13T16:23:20.000,N,1,-73.936378479003906,40.804065704345703,-73.917472839355469,40.767288208007813,1,3.5,14,1,0.5,6.3,5.33,0.3,27.43,1,1
1,2015-02-09T14:08:16.000,2015-02-09T14:15:53.000,N,1,-73.940147399902344,40.820407867431641,-73.955841064453125,40.818622589111328,1,1.1,7,0,0.5,3,0,0.3,10.8,1,1
2,2015-02-13T19:26:12.000,2015-02-13T19:50:16.000,N,1,-73.883956909179688,40.747493743896484,-73.844261169433594,40.721302032470703,1,3.93,18,1,0.5,2.5,0,0.3,22.3,1,1
